學年度,學期,設立別,學校類型,學校代碼,學校名稱,系所代碼,系所名稱,學制,對方國別,對方學校名稱,對方學校英文名稱,總計,男生,女生
103,1,公立,一般大學,15,國立彰化師範大學,340301,企業管理學系,碩士班(日間),德國,多特蒙應用科技大學,Fachhochschule Dortmund-University of Applied Sciences and Arts,1,0,1
103,1,公立,一般大學,15,國立彰化師範大學,140221,公共事務與公民教育學系,碩士班(日間),日本,福岡教育大學,Fukuoka University of Education,1,0,1
103,1,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,碩士班(日間),瑞典,耶夫勒大學,University of Gavle,2,1,1
103,1,公立,一般大學,17,國立臺北大學,229912,古典文獻與民俗藝術研究所,碩士班(日間),中國大陸,廈門大學,,1,0,1
103,1,公立,一般大學,16,國立陽明大學,311018,科技與社會研究所,碩士班(日間),中國大陸,清華大學,Tsinghua University,2,1,1
103,1,公立,一般大學,16,國立陽明大學,720111,神經科學研究所,碩士班(日間),日本,RIKEN理化研究所,RIKEN-Institute of Physical and Chemical Research,1,1,0
103,1,公立,一般大學,16,國立陽明大學,720205,衛生福利研究所,碩士班(日間),芬蘭,于韋斯屈萊大學,University of Jyv?skyl?,7,1,6
103,1,公立,一般大學,16,國立陽明大學,340901,醫務管理研究所,碩士班(日間),中國大陸,吉林大學,Jilin University,1,1,0
103,1,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),中國大陸,暨南大學,Jinan University,1,0,1
103,1,公立,一般大學,17,國立臺北大學,380101,法律學系,碩士班(日間),中國大陸,,中國政法大學,1,0,1
103,1,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),美國,紐約州立新帕爾茲,,1,1,0
103,1,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),奧地利,茵斯堡大學,,1,0,1
103,1,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),波蘭,柯茲明斯基大學,,1,1,0
103,1,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),香港,香港城市大學,,2,0,2
103,1,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),法國,,La Rochelle Business School,1,0,1
103,1,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),中國大陸,,天津大學,1,0,1
103,1,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),中國大陸,人民大學,,1,0,1
103,1,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,碩士班(日間),美國,奧瑞岡大學,University of Oregon,1,0,1
103,1,公立,一般大學,18,國立嘉義大學,620601,食品科學系,碩士班(日間),中國大陸,華中農業大學,Huazhong Agricultural University,3,2,1
103,1,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,碩士班(日間),中國大陸,,中國政法大學,1,0,1
103,1,公立,一般大學,17,國立臺北大學,380101,法律學系,碩士班(日間),日本,神戶,,1,0,1
103,1,公立,一般大學,17,國立臺北大學,380101,法律學系,碩士班(日間),中國大陸,廣州中山大學,,1,0,1
103,1,公立,一般大學,16,國立陽明大學,521103,生醫光電研究所,碩士班(日間),日本,奈良先端科學技術大學院大學,Nara Institute of Science and Technology,1,0,1
103,1,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,碩士班(日間),日本,德島大學,Tokushima University,1,1,0
103,1,公立,一般大學,17,國立臺北大學,220901,歷史學系,碩士班(日間),香港,香港中文大學,The Chinese University of Hong Kong,4,2,2
103,1,公立,一般大學,17,國立臺北大學,580301,都市計劃研究所,碩士班(日間),香港,香港大學,The University of Hong Kong,12,7,5
103,1,公立,一般大學,20,國立東華大學,310402,民族事務與發展學系,碩士班(日間),中國大陸,西南民族大學,,1,0,1
103,1,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,碩士班(日間),日本,明治大學,Meiji University,1,0,1
103,1,公立,一般大學,20,國立東華大學,340307,國際企業學系,碩士班(日間),捷克,,University of Hradec Kralove,1,0,1
103,1,公立,一般大學,20,國立東華大學,220901,歷史學系,碩士班(日間),中國大陸,西南民族大學,,1,1,0
103,1,公立,一般大學,20,國立東華大學,340307,國際企業學系,碩士班(日間),中國大陸,西安交通大學,,1,1,0
103,1,公立,一般大學,20,國立東華大學,340301,企業管理學系,碩士班(日間),中國大陸,武漢大學,,1,1,0
103,1,公立,一般大學,20,國立東華大學,340805,運籌管理研究所,碩士班(日間),捷克,,Tomas Bata University,1,0,1
103,1,公立,一般大學,19,國立高雄大學,380201,財經法律學系,碩士班(日間),日本,福岡大學,Fukuoka University,1,0,1
103,1,公立,一般大學,19,國立高雄大學,340303,經營管理研究所,碩士班(日間),南韓,世宗大學,Sejong University,1,0,1
103,1,公立,一般大學,19,國立高雄大學,340303,經營管理研究所,碩士班(日間),南韓,世宗大學,Sejong University,1,0,1
103,1,公立,一般大學,19,國立高雄大學,340303,經營管理研究所,碩士班(日間),奧地利,奧地利北部應用科技大學,Universities of Applied Sciences Upper Austria,1,0,1
103,1,公立,一般大學,21,國立暨南國際大學,310704,東南亞學系,碩士班(日間),泰國,華僑崇聖大學,Huachiew Chalermprakiet University,1,0,1
103,1,公立,一般大學,21,國立暨南國際大學,340307,國際企業學系,碩士班(日間),中國大陸,暨南大學,JINAN UNIVERSITY,2,0,2
103,1,公立,一般大學,20,國立東華大學,340307,國際企業學系,碩士班(日間),中國大陸,蘇州大學,Soochow University,1,0,1
103,1,公立,一般大學,21,國立暨南國際大學,340307,國際企業學系,碩士班(日間),中國大陸,中國社會科學院研究生院,Graduate School of Chinese Academy of Social Sciences,1,0,1
103,1,公立,一般大學,21,國立暨南國際大學,340307,國際企業學系,碩士班(日間),中國大陸,中國社會科學院研究生院,Graduate School of Chinese Academy of Social Sciences,2,1,1
103,1,公立,一般大學,29,國立臺灣藝術大學,210101,美術學系,碩士班(日間),西班牙,瓦倫西亞科技大學,Universidad Politencnica de Velencia,1,1,0
103,1,公立,一般大學,28,國立臺北藝術大學,210401,音樂學系,碩士班(日間),奧地利,薩爾茲堡莫扎特大學,University Mozarteum Salzburg,1,0,1
103,1,公立,一般大學,29,國立臺灣藝術大學,210902,多媒體動畫藝術學系新媒體藝術碩士班,碩士班(日間),日本,神戶藝術工科大學,Kobe Design University,1,0,1
103,1,公立,一般大學,29,國立臺灣藝術大學,210101,美術學系,碩士班(日間),捷克,布拉格藝術建築和藝術學院,"Academy of Arts, Architecture and Design Prague",1,0,1
103,1,公立,一般大學,28,國立臺北藝術大學,210101,美術學系,碩士班(日間),日本,多摩美術大學,Tama Art University,1,0,1
103,1,公立,一般大學,28,國立臺北藝術大學,210101,美術學系,碩士班(日間),日本,京都造形藝術大學,Kyoto University of Art and Design,1,1,0
103,1,公立,一般大學,28,國立臺北藝術大學,210101,美術學系,碩士班(日間),芬蘭,芬蘭美術學院，赫爾辛基藝術大學,"Finnish Academy of Fine Arts, University of the Arts Helsinki",2,0,2
103,1,公立,一般大學,28,國立臺北藝術大學,210401,音樂學系,碩士班(日間),芬蘭,西貝流士音樂學院，赫爾辛基藝術大學,"Sibelius Academy, University of the Arts Helsinki",2,0,2
103,1,公立,一般大學,28,國立臺北藝術大學,210401,音樂學系,碩士班(日間),芬蘭,西貝流士音樂學院，赫爾辛基藝術大學,"Sibelius Academy, University of the Arts Helsinki",1,1,0
103,1,公立,一般大學,21,國立暨南國際大學,310101,經濟學系,碩士班(日間),中國大陸,暨南大學,JINAN UNIVERSITY,2,0,2
103,1,公立,一般大學,21,國立暨南國際大學,520114,資訊工程學系,碩士班(日間),日本,日本首都大學,Tokyo Metropolitan University,1,0,1
103,1,公立,一般大學,21,國立暨南國際大學,520114,資訊工程學系,碩士班(日間),日本,日本會津大學,The University of Aizu,4,4,0
103,1,公立,一般大學,28,國立臺北藝術大學,210101,美術學系,碩士班(日間),德國,卡塞爾大學,University Kassel,2,0,2
103,1,公立,一般大學,52,國立屏東大學,210604,視覺藝術學系,碩士班(日間),中國大陸,西南大學,Southwest University,1,0,1
103,1,公立,一般大學,49,國立臺灣體育運動大學,810301,競技運動學系,碩士班(日間),中國大陸,北京體育大學,Beijing Sport University,2,0,2
103,1,公立,一般大學,52,國立屏東大學,140107,教育心理與輔導學系,碩士班(日間),中國大陸,華東師範大學,East China Normal University,2,0,2
103,1,公立,一般大學,49,國立臺灣體育運動大學,810504,休閒運動管理研究所,碩士班(日間),中國大陸,上海體育學院,Shanghai University of Sport,1,1,0
103,1,公立,一般大學,44,國立體育大學,810516,體育推廣學系,碩士班(日間),南韓,韓國體育大學,Korea National Sport University,3,2,1
103,1,公立,一般大學,44,國立體育大學,140315,體育研究所,碩士班(日間),香港,香港浸會大學,Hong Kong Baptist University,1,0,1
103,1,公立,一般大學,44,國立體育大學,140315,體育研究所,碩士班(日間),南韓,慶雲大學,Kyungwoon University,1,0,1
103,1,公立,一般大學,37,國立臺北教育大學,210908,文化創意產業經營學系,碩士班(日間),日本,大阪教育大學,Osaka kyoiku University,1,0,1
103,1,公立,一般大學,44,國立體育大學,810401,運動科學研究所,碩士班(日間),南韓,韓國體育大學,Korea National Sport University,2,0,2
103,1,公立,一般大學,39,國立臺中教育大學,140601,特殊教育學系,碩士班(日間),日本,東京學藝大學,Tokyo Gakugei University,1,1,0
103,1,公立,一般大學,38,國立新竹教育大學,220201,中國語文學系,碩士班(日間),澳大利亞,首都特區私立瑞佛中小學,Radford College,1,0,1
103,1,公立,一般大學,39,國立臺中教育大學,230135,文化創意產業設計與營運學系事業經營管理碩士班,碩士班(日間),中國大陸,江南大學,Jiangnan University,1,1,0
103,1,公立,一般大學,39,國立臺中教育大學,140206,科學教育與應用學系,碩士班(日間),南韓,大邱教育大學,Daegu National University of Education,1,0,1
103,1,公立,一般大學,37,國立臺北教育大學,310720,臺灣文化研究所,碩士班(日間),日本,群馬大學,Gunma University,1,1,0
103,1,公立,一般大學,37,國立臺北教育大學,210401,音樂學系,碩士班(日間),南韓,東國大學,Dongguk University,1,0,1
103,1,公立,一般大學,37,國立臺北教育大學,210908,文化創意產業經營學系,碩士班(日間),中國大陸,湖南大學,Hunan University,1,1,0
103,1,公立,一般大學,36,國立臺南大學,340303,經營與管理學系科技管理碩士班,碩士班(日間),日本,埼玉大學,Saitama University,1,0,1
103,1,公立,一般大學,35,國立臺南藝術大學,210406,民族音樂學研究所,碩士班(日間),斯洛維尼亞,盧比安那大學,Slovenia University of Ljubljana,1,1,0
103,1,公立,一般大學,31,國立宜蘭大學,620207,生物技術與動物科學系動物科學碩士班,碩士班(日間),中國大陸,中國農業大學,CHINA ARGICULTURAL UNIVERSITY,1,1,0
103,1,公立,一般大學,29,國立臺灣藝術大學,210501,戲劇學系,碩士班(日間),法國,馮師鞏帝大學,Uuniversite de Franche-Comte,1,0,1
103,1,公立,一般大學,29,國立臺灣藝術大學,140324,藝術與人文教學研究所,碩士班(日間),新加坡,新加坡亞洲文明博物館,Asian Civilisations Museum,1,0,1
103,1,公立,一般大學,36,國立臺南大學,140101,教育學系課程與教學碩士班,碩士班(日間),法國,巴黎第8大學,University of Paris 8,1,0,1
103,1,公立,一般大學,32,國立聯合大學,311015,資訊與社會研究所,碩士班(日間),中國大陸,中國北京中央民族大學,Minzu University of China,7,4,3
103,1,公立,一般大學,30,國立臺東大學,220204,華語文學系,碩士班(日間),日本,仙台大學,Sendai University,1,0,1
103,1,公立,一般大學,30,國立臺東大學,220204,華語文學系,碩士班(日間),中國大陸,浙江師範大學,Zhejiang Normal University,1,0,1
103,1,公立,一般大學,30,國立臺東大學,480109,資訊管理學系,碩士班(日間),中國大陸,浙江師範大學,Zhejiang Normal University,1,1,0
103,1,公立,一般大學,30,國立臺東大學,140315,體育學系,碩士班(日間),日本,仙台大學,Sendai University,2,1,1
103,1,公立,一般大學,30,國立臺東大學,220403,兒童文學研究所,碩士班(日間),美國,西來大學,University of the West,1,0,1
103,1,公立,一般大學,30,國立臺東大學,210401,音樂學系,碩士班(日間),美國,西來大學,University of the West,1,0,1
103,1,公立,一般大學,29,國立臺灣藝術大學,210201,雕塑學系,碩士班(日間),日本,多摩美術大學,Tama Art University,1,0,1
103,1,公立,一般大學,29,國立臺灣藝術大學,320301,廣播電視學系,碩士班(日間),中國大陸,中國傳媒大學,Communication University of China,1,0,1
103,1,公立,一般大學,29,國立臺灣藝術大學,320301,廣播電視學系,碩士班(日間),中國大陸,同濟大學,Tongji University,2,0,2
103,1,公立,一般大學,29,國立臺灣藝術大學,320301,廣播電視學系,碩士班(日間),法國,國立高等裝飾藝術學院,ENSAD,1,1,0
103,1,公立,一般大學,29,國立臺灣藝術大學,320301,廣播電視學系,碩士班(日間),中國大陸,廈門大學,Xiamen University,1,0,1
103,1,私立,一般大學,1001,東海大學,220341,日本語言文化學系,碩士班(日間),日本,高知大學,Kochi Univ.,1,0,1
