學年度,學期,設立別,學校類型,學校代碼,學校名稱,系所代碼,系所名稱,學制,對方國別,對方學校名稱,對方學校英文名稱,總計,男生,女生
103,1,私立,一般大學,1001,東海大學,420103,生命科學系,學士班(日間),日本,日本東海大學,Tokai Univ.,2,1,1
103,1,私立,一般大學,1001,東海大學,420103,生命科學系,學士班(日間),美國,沃西本恩大學,Washburn University,1,0,1
103,1,私立,一般大學,1001,東海大學,420103,生命科學系,學士班(日間),中國大陸,浙江大學,Zhejiang University,1,0,1
103,1,私立,一般大學,1001,東海大學,420103,生命科學系,學士班(日間),日本,關西學院大學,KWANSEI GAKUIN Univ.,2,0,2
103,1,私立,一般大學,1001,東海大學,340301,企業管理學系,學士班(日間),中國大陸,中央財經大學,Central University of Finance & Economics,1,0,1
103,1,私立,一般大學,1001,東海大學,340301,企業管理學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture Univ.,6,1,5
103,1,私立,一般大學,1001,東海大學,340301,企業管理學系,學士班(日間),中國大陸,吉林大學,Jilin University,1,0,1
103,1,私立,一般大學,1001,東海大學,340301,企業管理學系,學士班(日間),中國大陸,復旦大學,Fudan University,1,0,1
103,1,私立,一般大學,1001,東海大學,340301,企業管理學系,學士班(日間),南韓,韓國天主教大學,Catholic University of Korea,1,0,1
103,1,私立,一般大學,1001,東海大學,310804,行政管理暨政策學系,學士班(日間),中國大陸,南京大學,Nan Jing University,1,0,1
103,1,私立,一般大學,1001,東海大學,310804,行政管理暨政策學系,學士班(日間),南韓,梨花女子大學,Ewha Womans,1,0,1
103,1,私立,一般大學,1001,東海大學,380101,法律學系,學士班(日間),中國大陸,中山大學,Sun Yat-sen University,1,1,0
103,1,私立,一般大學,1001,東海大學,380101,法律學系,學士班(日間),中國大陸,北京師範大學,Beijing Normal University,1,0,1
103,1,私立,一般大學,1001,東海大學,380101,法律學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture Univ.,1,0,1
103,1,私立,一般大學,1001,東海大學,380101,法律學系,學士班(日間),中國大陸,廈門大學,Xiamen University,1,0,1
103,1,私立,一般大學,1001,東海大學,310301,社會學系,學士班(日間),中國大陸,南京大學,Nan Jing University,1,0,1
103,1,私立,一般大學,1001,東海大學,310301,社會學系,學士班(日間),捷克,捷克大都會大學,Metropolitan University Prague,1,0,1
103,1,私立,一般大學,1001,東海大學,310301,社會學系,學士班(日間),中國大陸,復旦大學,Fudan University,1,1,0
103,1,私立,一般大學,1001,東海大學,310301,社會學系,學士班(日間),中國大陸,廈門大學,Xiamen University,1,0,1
103,1,私立,一般大學,1001,東海大學,310201,政治學系,學士班(日間),中國大陸,北京大學,Peking University,2,2,0
103,1,私立,一般大學,1001,東海大學,310201,政治學系,學士班(日間),中國大陸,同濟大學,Tongji University,1,0,1
103,1,私立,一般大學,1001,東海大學,310201,政治學系,學士班(日間),中國大陸,西安交通大學,Xi'an Jiaotong University,1,0,1
103,1,私立,一般大學,1001,東海大學,310201,政治學系,學士班(日間),中國大陸,華東師範大學,East China Normal University,2,0,2
103,1,私立,一般大學,1001,東海大學,310201,政治學系,學士班(日間),法國,達文西學院,Haute Ecole Leonard De Vinci,2,0,2
103,1,私立,一般大學,1001,東海大學,210101,美術學系,學士班(日間),中國大陸,華東師範大學,East China Normal University,1,0,1
103,1,私立,一般大學,1001,東海大學,620202,畜產與生物科技學系,學士班(日間),中國大陸,吉林大學,Jilin University,1,0,1
103,1,私立,一般大學,1001,東海大學,620202,畜產與生物科技學系,學士班(日間),中國大陸,東北林業大學,Northeast Forestry University,2,1,1
103,1,私立,一般大學,1001,東海大學,620202,畜產與生物科技學系,學士班(日間),中國大陸,浙江大學,Zhejiang University,1,1,0
103,1,私立,一般大學,1001,東海大學,620202,畜產與生物科技學系,學士班(日間),中國大陸,復旦大學,Fudan University,1,0,1
103,1,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),中國大陸,北京大學,Peking University,1,1,0
103,1,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture Univ.,1,1,0
103,1,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),德國,哥廷根應用科學大學,PFH,1,0,1
103,1,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),中國大陸,浙江大學,Zhejiang University,1,0,1
103,1,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),南韓,梨花女子大學,Ewha Womans,1,0,1
103,1,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),中國大陸,復旦大學,Fudan University,1,1,0
103,1,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),中國大陸,復旦大學,Fudan University,1,1,0
103,1,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),愛爾蘭,愛爾蘭沃特福德理工學院,Waterford Insitute of Technology,2,0,2
103,1,私立,一般大學,1001,東海大學,340310,國際經營管理學位學程,學士班(日間),英國,倫敦藝術大學,University of the Arts London,3,1,2
103,1,私立,一般大學,1001,東海大學,220341,日本語言文化學系,學士班(日間),日本,高知大學,Kochi Univ.,2,0,2
103,1,私立,一般大學,1019,高雄醫學大學,729989,學士後醫學檢驗數據整合判讀學士學位學程,學士班(日間),中國大陸,華南理工大學,South China University of Technology,1,1,0
103,1,私立,一般大學,1019,高雄醫學大學,720801,牙醫學系,博士班,中國大陸,NULL,China -Asean Forum on Dentistry,1,1,0
103,1,私立,一般大學,1019,高雄醫學大學,720201,公共衛生學系環境暨職業安全衛生,博士班,美國,NULL,"University of Washinton , Seattle",1,0,1
103,1,私立,一般大學,1019,高雄醫學大學,720801,牙醫學系,博士班,德國,NULL,23rd iADH congress,1,1,0
103,1,私立,一般大學,1015,世新大學,220201,中國文學系,博士班,中國大陸,南京大學,Nanjing University,1,0,1
103,1,私立,一般大學,1007,逢甲大學,520903,環境工程與科學學系,博士班,美國,天普大學,Temple University,1,0,1
103,1,公立,一般大學,1,國立政治大學,310801,公共行政學系,博士班,美國,加州柏克萊大學,"University of California, Berkeley",1,1,0
103,1,公立,一般大學,1,國立政治大學,140101,教育學系,博士班,美國,匹茲堡大學,University of Pittsburgh,1,0,1
103,1,公立,一般大學,1,國立政治大學,320201,新聞學系,博士班,中國大陸,中國人民大學,Renmin University of China,1,0,1
103,1,公立,一般大學,1,國立政治大學,320201,新聞學系,博士班,瑞典,斯德哥爾摩大學,Stockholm University,1,0,1
103,1,公立,一般大學,1,國立政治大學,140203,華語文教學博士學位學程,博士班,越南,越南河內社會人文科學大學,UNIVERSITY OF SOCIAL SCIENCES AND HUMANITIES OF HANOI,1,0,1
103,1,公立,一般大學,1,國立政治大學,340505,金融學系,博士班,美國,俄勒岡州立大學,Oregon State University,1,0,1
103,1,公立,一般大學,1,國立政治大學,220101,台灣文學研究所,博士班,日本,早稻田大學,Waseda University,1,1,0
103,1,公立,一般大學,1,國立政治大學,220903,台灣史研究所,博士班,日本,同志社大學,DOSHISHA UNIVERSITY,1,0,1
103,1,私立,一般大學,1029,中山醫學大學,720807,口腔科學研究所,博士班,匈牙利,德布勒森大學,University of Debrecen,2,2,0
103,1,私立,一般大學,1019,高雄醫學大學,720601,護理學系,博士班,美國,北卡羅來納大學,University of North California,2,0,2
103,1,私立,一般大學,1019,高雄醫學大學,720601,護理學系,博士班,美國,北卡羅來納大學,University of North California,6,0,6
103,1,私立,一般大學,1019,高雄醫學大學,720306,醫藥暨應用化學系,博士班,澳大利亞,NULL,4th Asia-Pacific Conference on Ionic Liquids and Green Processes/6th Australasian Symposium on Ionic Liquids .2014,1,1,0
103,1,私立,一般大學,1019,高雄醫學大學,720306,醫藥暨應用化學系,博士班,澳大利亞,NULL,7th Asian Biological Inorganic Chemistry Conference,1,0,1
103,1,私立,一般大學,1019,高雄醫學大學,720301,藥學系,博士班,新加坡,NULL,Elsevier,1,1,0
103,1,私立,一般大學,1028,臺北醫學大學,720117,醫學科學研究所,博士班,美國,國立衛生研究所,National Institute of Health (NIH) National Institute on Drug Abuse(NIDA),1,1,0
103,1,私立,一般大學,1028,臺北醫學大學,720714,醫學資訊研究所,博士班,美國,國立衛生研究所,National Institutes of Health (NIH),1,1,0
103,1,私立,一般大學,1028,臺北醫學大學,720714,醫學資訊研究所,博士班,印度,無,8th Conference of Asia Pacific Association for Medical Informatics (APAMI 2014),1,0,1
103,1,私立,一般大學,1028,臺北醫學大學,720714,醫學資訊研究所,博士班,土耳其,無,the European Federation for Medical Informatics,1,0,1
103,1,私立,一般大學,1007,逢甲大學,520304,土木及水利工程博士學位學程,博士班,加拿大,曼尼托巴大學,University of Manitoba,1,0,1
103,1,私立,一般大學,1005,淡江大學,220309,英文學系,博士班,中國大陸,山東大學,ShandongUniversity,1,1,0
103,1,公立,一般大學,12,國立臺灣海洋大學,420322,生命科學暨生物科技學系,博士班,德國,德勒斯登工業大學,Dresden University of Technology,1,1,0
103,1,公立,一般大學,9,國立中山大學,480109,資訊管理學系,博士班,美國,加州大學柏克萊分校,"University of California,Berkeley",1,0,1
103,1,公立,一般大學,9,國立中山大學,220201,中國文學系,博士班,法國,法國高等社會科學院藝術與語言研究中心,Ecole des Hautes Etudes en Sciences Sociales,1,1,0
103,1,公立,一般大學,9,國立中山大學,140101,教育研究所,博士班,美國,印第安那大學,"Indiana University, USA",1,0,1
103,1,公立,一般大學,9,國立中山大學,520509,材料與光電科學學系,博士班,香港,香港理工大學與香港城市大學,The Hong Kong Polytechnic University ; City University of Hong Kong,1,1,0
103,1,公立,一般大學,9,國立中山大學,520509,材料與光電科學學系,博士班,德國,德國保羅德魯得固態電子研究所,Paul-Drude-Institut,1,1,0
103,1,公立,一般大學,9,國立中山大學,520106,光電工程學系,博士班,加拿大,西門菲沙大學,Simon Fraser University,1,1,0
103,1,公立,一般大學,9,國立中山大學,310808,公共事務管理研究所,博士班,中國大陸,青島大學,Qingdao University,1,1,0
103,1,公立,一般大學,9,國立中山大學,310808,公共事務管理研究所,博士班,中國大陸,廣州中山大學,Sun Yat-sen University,1,1,0
103,1,公立,一般大學,9,國立中山大學,349919,人力資源管理研究所,博士班,英國,蘭開斯特大學,Lancaster University,1,1,0
103,1,公立,一般大學,8,國立中央大學,520126,通訊工程學系,博士班,美國,斯克里普斯研究所,The Scripps Research Institute,1,0,1
103,1,公立,一般大學,8,國立中央大學,310101,經濟學系,博士班,美國,紐約州立大學,"State University of New York at Oswego, Suny",1,0,1
103,1,公立,一般大學,8,國立中央大學,440204,應用地質研究所,博士班,法國,艾克斯馬賽大學,Aix Marseille University,1,1,0
103,1,公立,一般大學,8,國立中央大學,440204,應用地質研究所,博士班,美國,德國赫姆霍茲環境研究中心,The Helmholtz Centre for Environmental Research (UFZ),1,0,1
103,1,公立,一般大學,7,國立交通大學,440102,應用化學系分子科學博士班,博士班,日本,大阪大學,Osaka University,1,1,0
103,1,公立,一般大學,7,國立交通大學,460102,應用數學系,博士班,美國,加州大學聖地牙哥分校,"University of California, San Diego",1,1,0
103,1,公立,一般大學,7,國立交通大學,520123,電信工程研究所,博士班,美國,杜克大學,Duke University,1,0,1
103,1,公立,一般大學,7,國立交通大學,520123,電信工程研究所,博士班,新加坡,新加坡科技設計大學,Singapore University of Technology and Design,1,1,0
103,1,公立,一般大學,7,國立交通大學,520119,資訊科學與工程研究所,博士班,日本,東北大學,Tohoku University,1,1,0
103,1,公立,一般大學,7,國立交通大學,520502,材料科學與工程學系,博士班,中國大陸,華東師範大學,East China Normal University,1,0,1
103,1,公立,一般大學,7,國立交通大學,520101,電機工程學系,博士班,美國,IBM 托馬斯·Ｊ·沃森研究中心,IBM?Thomas?J. Watson Research Center,1,0,1
103,1,公立,一般大學,7,國立交通大學,440303,電子物理學系,博士班,英國,南安普敦大學,University of Southampton,1,1,0
103,1,公立,一般大學,7,國立交通大學,440303,電子物理學系,博士班,德國,馬克思普朗克研究院,Max Planck Institute for Chemical Physics of Solids (MPI),2,2,0
103,1,公立,一般大學,7,國立交通大學,520103,電子研究所,博士班,美國,伊利諾大學香檳分校,University of Illinois at Urbana-Champaign,1,1,0
103,1,公立,一般大學,7,國立交通大學,520103,電子研究所,博士班,加拿大,麥基爾大學,McGill University,1,1,0
103,1,公立,一般大學,7,國立交通大學,520106,光電工程學系,博士班,日本,東北大學,Tohoku University,1,1,0
103,1,公立,一般大學,7,國立交通大學,520106,光電工程學系,博士班,美國,南安普敦大學,University of Southampton,1,1,0
103,1,公立,一般大學,7,國立交通大學,520106,光電工程學系,博士班,中國大陸,浙江大學,Zhejiang University,1,1,0
103,1,公立,一般大學,7,國立交通大學,520106,光電工程學系,博士班,美國,康乃狄克大學,University of Connecticut,1,1,0
103,1,公立,一般大學,7,國立交通大學,520106,光電工程學系,博士班,新加坡,新加坡國立大學,National Singapore University,1,1,0
103,1,公立,一般大學,7,國立交通大學,520601,工業工程與管理學系,博士班,法國,國立管理學院,Telecom Business School,1,0,1
103,1,公立,一般大學,6,國立中興大學,640101,獸醫學系,博士班,美國,普渡大學,Purdue University,1,1,0
103,1,公立,一般大學,6,國立中興大學,640101,獸醫學系,博士班,中國大陸,華中農業大學,Huazhong Agricultural University,1,0,1
103,1,公立,一般大學,6,國立中興大學,640101,獸醫學系,博士班,日本,北海道大學,Hokkaido University,1,1,0
103,1,公立,一般大學,5,國立成功大學,520106,光電科學與工程學系,博士班,英國,布里斯托大學,University of Bristol,1,1,0
103,1,公立,一般大學,5,國立成功大學,520114,資訊工程學系,博士班,美國,美國系統生物學研究院,Institute for Systems Biology,1,0,1
103,1,公立,一般大學,5,國立成功大學,440301,物理學系,博士班,日本,日本同步幅射 SPring8 JASRI Cherion School,SPring8 JASRI Cherion School,1,1,0
103,1,公立,一般大學,5,國立成功大學,440301,物理學系,博士班,日本,日本理化學研究所,Institute of Physical and Chemical Research,1,1,0
103,1,公立,一般大學,5,國立成功大學,440301,物理學系,博士班,美國,麻省理工學院,MIT,1,0,1
103,1,公立,一般大學,5,國立成功大學,520106,光電科學與工程學系,博士班,美國,萊斯大學,Rice University,1,0,1
103,1,公立,一般大學,5,國立成功大學,520106,光電科學與工程學系,博士班,美國,賓州大學,The University of Pennsylvania,1,1,0
103,1,公立,一般大學,5,國立成功大學,440201,地球科學系,博士班,美國,印第安納大學,Indiana University,1,1,0
103,1,公立,一般大學,5,國立成功大學,440201,地球科學系,博士班,德國,海德堡大學,Heidelberg University,1,1,0
103,1,公立,一般大學,5,國立成功大學,521108,生物醫學工程學系,博士班,日本,福井大學,Fukui University,1,0,1
103,1,公立,一般大學,5,國立成功大學,420601,生物資訊與訊息傳遞研究所,博士班,美國,約翰霍普金斯大學,The Johns Hopkins University,1,1,0
103,1,公立,一般大學,5,國立成功大學,521002,水利及海洋工程學系,博士班,美國,德克薩斯州農工大學,Texas A&M University,1,1,0
103,1,公立,一般大學,5,國立成功大學,520401,化學工程學系,博士班,荷蘭,格羅寧根大學,University of Groningen,1,1,0
103,1,公立,一般大學,5,國立成功大學,520401,化學工程學系,博士班,德國,萊布尼茨海洋科學研究所,Leibniz-Institut,1,0,1
103,1,公立,一般大學,5,國立成功大學,220201,中國文學系,博士班,中國大陸,復旦大學,Fudan University,1,1,0
103,1,公立,一般大學,4,國立臺灣師範大學,220102,臺灣語文學系,博士班,日本,筑波大學,University of Tsukuba,1,1,0
103,1,公立,一般大學,4,國立臺灣師範大學,220501,翻譯研究所,博士班,荷蘭,荷蘭萊頓大學,Leiden University,1,0,1
103,1,公立,一般大學,4,國立臺灣師範大學,220308,英語學系,博士班,美國,舊金山州立大學,San Francisco State University,1,1,0
103,1,公立,一般大學,4,國立臺灣師範大學,220308,英語學系,博士班,荷蘭,荷蘭萊頓大學,Leiden University,1,0,1
103,1,公立,一般大學,3,國立臺灣大學,520407,高分子科學與工程學研究所,博士班,日本,東京工業大學,Tokyo Institute of Technology,1,1,0
103,1,公立,一般大學,3,國立臺灣大學,520103,電子工程學研究所,博士班,美國,加州大學柏克萊分校,"University of California, Berkeley",2,2,0
103,1,公立,一般大學,3,國立臺灣大學,311002,國家發展研究所,博士班,中國大陸,西安交通大學,Xi'an Jiaotong University,1,1,0
103,1,公立,一般大學,3,國立臺灣大學,221101,哲學系,博士班,中國大陸,南京大學,Nanjing University,1,1,0
103,1,公立,一般大學,3,國立臺灣大學,760301,社會工作學系,博士班,美國,伊利諾大學香檳校區,University of Illinois at Urbana-Champaign (UIUC),1,0,1
103,1,公立,一般大學,3,國立臺灣大學,720108,免疫學研究所,博士班,日本,筑波大學,University of Tsukuba,1,1,0
103,1,公立,一般大學,3,國立臺灣大學,521105,生醫電子與資訊學研究所,博士班,中國大陸,北京大學,Peking University,1,0,1
103,1,公立,一般大學,3,國立臺灣大學,520106,光電工程學研究所,博士班,日本,日本情報學研究所,National Institute of Informatics (NII),1,1,0
103,1,公立,一般大學,3,國立臺灣大學,310501,心理學系,博士班,日本,明治大學,Meiji University,4,2,2
103,1,公立,一般大學,3,國立臺灣大學,520401,化學工程學系,博士班,日本,北海道大學,Hokkaido University,4,2,2
103,1,公立,一般大學,3,國立臺灣大學,521302,工程科學及海洋工程學系,博士班,加拿大,蒙特婁理工學院,?cole Polytechnique de Montr?al,1,0,1
103,1,公立,一般大學,2,國立清華大學,520502,材料科學工程學系,博士班,美國,加州大學-聖地牙哥分校,University of California San Diego,1,1,0
103,1,公立,一般大學,3,國立臺灣大學,520301,土木工程學系,博士班,中國大陸,廈門大學,Xiamen University,1,1,0
103,1,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,博士班,中國大陸,清華大學,Tsinghua University,1,0,1
103,1,公立,一般大學,2,國立清華大學,460201,統計學研究所,博士班,美國,弗雷德·哈金森癌症研究中心,Fred Hutchinson Cancer Research Center,1,1,0
103,1,公立,一般大學,2,國立清華大學,460201,統計學研究所,博士班,美國,喬治亞理工學院,Georgia Institute of Technology,1,1,0
103,1,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,博士班,美國,田納西理工大學,Tennessee Tech University,1,1,0
103,1,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,博士班,日本,東京工業大學,Tokyo Institute of Technology,1,1,0
103,1,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,博士班,美國,科羅拉多大學博爾德分校,University of Colorado Boulder,1,1,0
103,1,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,博士班,中國大陸,上海交通大學,Shanghai Jiao Tong University,1,1,0
103,1,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,博士班,中國大陸,上海交通大學,Shanghai Jiao Tong University,1,1,0
103,1,公立,一般大學,2,國立清華大學,520114,資訊工程學系,博士班,日本,京都大學,Kyoto University,1,1,0
103,1,公立,一般大學,2,國立清華大學,520114,資訊工程學系,博士班,澳大利亞,拉籌伯大學,La Trobe University,1,1,0
103,1,公立,一般大學,2,國立清華大學,440301,物理學系,博士班,美國,塔夫茨大學,Tufts University,1,1,0
103,1,公立,一般大學,2,國立清華大學,440301,物理學系,博士班,美國,加州大學-聖地牙哥分校,University of California San Diego,1,1,0
103,1,公立,一般大學,2,國立清華大學,521201,奈米科學與技術學程,博士班,日本,岡山大學,Okayama University,1,1,0
103,1,公立,一般大學,2,國立清華大學,521201,奈米科學與技術學程,博士班,日本,東京大學,The University of Tokyo,1,1,0
103,1,公立,一般大學,2,國立清華大學,520502,材料科學工程學系,博士班,英國,劍橋大學,University of Cambridge,1,1,0
103,1,公立,一般大學,2,國立清華大學,520502,材料科學工程學系,博士班,日本,國家材料科學研究所(日本),National Institute for Materials Science,2,2,0
103,1,公立,一般大學,2,國立清華大學,520502,材料科學工程學系,博士班,日本,京都大學,Kyoto University,1,1,0
103,1,公立,一般大學,2,國立清華大學,521201,工程與系統科學系,博士班,比利時,微電子研究中心,Inter-university Microelectronics Centre,1,1,0
103,1,公立,一般大學,2,國立清華大學,440601,天文研究所,博士班,德國,德國波昂普朗克電波研究所,Max Planck Institute for Radio Astronomy,1,1,0
103,1,公立,一般大學,2,國立清華大學,420302,生物科技研究所,博士班,美國,約翰.霍普金斯大學布隆伯格公共衛生學院,Johns Hopkins Bloomberg School of Public Health,1,1,0
103,1,公立,一般大學,2,國立清華大學,440101,化學系,博士班,日本,京都大學,Kyoto University,1,1,0
103,1,公立,一般大學,2,國立清華大學,520601,工業工程與工程管理學系,博士班,美國,普渡大學,Purdue University,1,0,1
103,1,公立,一般大學,2,國立清華大學,220201,中國文學系,博士班,日本,京都大學,Kyoto University,1,0,1
103,1,公立,一般大學,2,國立清華大學,520601,工業工程與工程管理學系,博士班,日本,產業技術綜合研究所,National Institute of Advanced Industrial Science and Technology,1,1,0
103,1,公立,一般大學,2,國立清華大學,520601,工業工程與工程管理學系,博士班,英國,克蘭菲爾大學,Cranfield University,1,1,0
103,1,公立,一般大學,21,國立暨南國際大學,760301,社會政策與社會工作學系,博士班,加拿大,勞雷爾大學,Wilfrid Laurier University,1,1,0
103,1,公立,一般大學,52,國立屏東大學,140702,教育行政研究所,博士班,中國大陸,蘭州大學,Lanzhou University,1,1,0
103,1,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,博士班,德國,圖賓根大學,Eberhard Karls Universit?t in T?bingen,1,0,1
103,1,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,博士班,紐西蘭,威靈頓維多利亞大學,Victoria University of Wellington,1,0,1
103,1,公立,一般大學,21,國立暨南國際大學,520301,土木工程學系,博士班,加拿大,加拿大皇家軍事學院,Royal Military college,1,1,0
103,1,公立,一般大學,19,國立高雄大學,460102,應用數學系,博士班,日本,名古屋學院大學,Nagoya Gukuin University,1,0,1
103,1,公立,一般大學,16,國立陽明大學,720601,護理學系,博士班,英國,愛丁堡大學,The University of Edinburgh,1,0,1
103,1,公立,一般大學,14,國立高雄師範大學,220308,英語學系,博士班,美國,北卡羅萊納夏絡特校區,The University of North Carolina at Charlotte,1,0,1
103,1,公立,一般大學,13,國立中正大學,520114,資訊工程學系,博士班,中國大陸,大連理工大學,Dalian University of Technology,1,0,1
103,1,公立,一般大學,12,國立臺灣海洋大學,621102,環境生物與漁業科學學系,博士班,日本,北海道大學,Hokkaido University,1,1,0
103,1,公立,一般大學,12,國立臺灣海洋大學,621102,環境生物與漁業科學學系,博士班,日本,東京大學,The University of Tokyo,1,0,1
103,1,公立,一般大學,12,國立臺灣海洋大學,621102,環境生物與漁業科學學系,博士班,香港,香港城市大學,City University of Hongkong,1,0,1
103,1,公立,一般大學,12,國立臺灣海洋大學,620601,食品科學系,碩士班(日間),中國大陸,統一企業,Uni-President Enterprises Corporation,4,0,4
103,1,公立,一般大學,12,國立臺灣海洋大學,229905,海洋文化研究所,碩士班(日間),中國大陸,中國海洋大學,Ocean University of China,1,0,1
103,1,公立,一般大學,12,國立臺灣海洋大學,440501,海洋生物研究所,碩士班(日間),香港,香港城市大學,City University of Hongkong,1,1,0
103,1,公立,一般大學,12,國立臺灣海洋大學,349932,海洋事務與資源管理研究所,碩士班(日間),日本,東京大學,The University of Tokyo,1,1,0
103,1,公立,一般大學,12,國立臺灣海洋大學,440505,海洋環境化學與生態研究所,碩士班(日間),香港,香港城市大學,City University of Hongkong,2,2,0
103,1,公立,一般大學,13,國立中正大學,311007,犯罪防治學系,碩士班(日間),德國,耶拿大學,University of Jena,1,0,1
103,1,公立,一般大學,12,國立臺灣海洋大學,440202,應用地球科學研究所,碩士班(日間),中國大陸,中國地質大學,China University of Geosciences,4,3,1
103,1,公立,一般大學,13,國立中正大學,340301,企業管理學系,碩士班(日間),南韓,成均館大學,Sungkyunkwan University,1,0,1
103,1,公立,一般大學,13,國立中正大學,220201,中國文學系,碩士班(日間),中國大陸,人民大學,RENMIN UNIVERSITY of CHINA,1,1,0
103,1,公立,一般大學,13,國立中正大學,380101,法律學系,碩士班(日間),德國,耶拿大學,University of Jena,1,1,0
103,1,公立,一般大學,13,國立中正大學,340301,企業管理學系,碩士班(日間),德國,耶拿大學,University of Jena,1,0,1
103,1,公立,一般大學,13,國立中正大學,140101,教育學研究所課程與教學碩士班,碩士班(日間),南韓,慶熙大學,kyung hee university,1,1,0
103,1,公立,一般大學,13,國立中正大學,520126,通訊工程學系,碩士班(日間),美國,??州立大??尼昂塔分校,Suny Oneonta,1,1,0
103,1,公立,一般大學,13,國立中正大學,311003,勞工關係學系,碩士班(日間),香港,香港教育學院,The Hong Kong Institute of Education,2,0,2
103,1,公立,一般大學,13,國立中正大學,310201,政治學系,碩士班(日間),中國大陸,北京外國語大學,Beijing Foreign Studies University,1,0,1
103,1,公立,一般大學,13,國立中正大學,440301,物理學系,碩士班(日間),日本,千葉商科大學,Chiba university of commerce,1,1,0
103,1,公立,一般大學,13,國立中正大學,340301,企業管理學系行銷管理碩士班,碩士班(日間),美國,??州立大??尼昂塔分校,Suny Oneonta,1,0,1
103,1,公立,一般大學,13,國立中正大學,320102,傳播學系電訊傳播碩士班,碩士班(日間),南韓,東亞大學,Dong-A University,1,0,1
103,1,公立,一般大學,13,國立中正大學,320102,傳播學系電訊傳播碩士班,碩士班(日間),南韓,高麗大學,Korea University,1,0,1
103,1,公立,一般大學,13,國立中正大學,340201,會計與資訊科技學系,碩士班(日間),日本,千葉商科大學,Chiba university of commerce,1,0,1
103,1,公立,一般大學,13,國立中正大學,520101,電機工程學系,碩士班(日間),中國大陸,華南理工大學,South China University of Technology,1,1,0
103,1,公立,一般大學,13,國立中正大學,310903,戰略暨國際事務研究所,碩士班(日間),中國大陸,人民大學,RENMIN UNIVERSITY of CHINA,1,1,0
103,1,公立,一般大學,14,國立高雄師範大學,230303,工業設計學系,碩士班(日間),日本,岩手大學,Iwate University,2,0,2
103,1,公立,一般大學,14,國立高雄師範大學,340305,事業經營學系,碩士班(日間),日本,三重大學,Mie University,1,0,1
103,1,公立,一般大學,14,國立高雄師範大學,340305,事業經營學系,碩士班(日間),德國,帕德博恩大學,The University of Paderborn,1,0,1
103,1,公立,一般大學,14,國立高雄師範大學,340305,事業經營學系,碩士班(日間),美國,查理斯頓學院,College of Charleston,1,0,1
103,1,公立,一般大學,14,國立高雄師範大學,220105,臺灣歷史文化及語言研究所,碩士班(日間),中國大陸,東南大學,Southeast University,1,0,1
103,1,公立,一般大學,16,國立陽明大學,420606,生物醫學資訊研究所,碩士班(日間),美國,加州通訊及資訊科技院,California Institute for Telecommunications ans Information Technology,2,1,1
103,1,公立,一般大學,16,國立陽明大學,420606,生物醫學資訊研究所,碩士班(日間),美國,美國國立衛生研究院,National Institutes of Health (NIH),5,2,3
103,1,公立,一般大學,16,國立陽明大學,521108,生物醫學工程學系,碩士班(日間),中國大陸,上海交通大學,Shanghai Jiao Tong University,1,1,0
103,1,公立,一般大學,16,國立陽明大學,521108,生物醫學工程學系,碩士班(日間),芬蘭,于韋斯屈萊大學,University of Jyv?skyl?,1,1,0
103,1,公立,一般大學,16,國立陽明大學,521108,生物醫學工程學系,碩士班(日間),美國,加州大學洛杉磯分校,"University of  California, Los Angeles",1,1,0
103,1,公立,一般大學,15,國立彰化師範大學,310506,輔導與諮商學系,碩士班(日間),美國,加州州立大學弗雷斯諾分校,California State University Fresno,5,0,5
103,1,公立,一般大學,15,國立彰化師範大學,220501,翻譯研究所,碩士班(日間),德國,柏林應用科技大學,Hochschule f?r Technik und Wirtschaft  Berlin,1,0,1
103,1,公立,一般大學,15,國立彰化師範大學,520114,資訊工程學系,碩士班(日間),日本,福岡教育大學,Fukuoka University of Education,1,1,0
103,1,公立,一般大學,15,國立彰化師範大學,340528,財務金融技術學系,碩士班(日間),德國,衛斯瑪應用科技大學,"Hochschule Wismar University of Technology,Business and Design",2,0,2
103,1,公立,一般大學,15,國立彰化師範大學,220201,國文學系,碩士班(日間),中國大陸,南京師範大學,Nanjing Normal University,1,0,1
